OBJECTID,PEID,PGID,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDesc,Pop,PopCls,EvngPct,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,LPI,LPIname,LPIdesc,ROL,Lang,LangFamily,LangClass,LangSpkrs,ROR,Rlgn,RlgnAdher,RORdesc,RlgnBs,ROR4,ROR3,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,PeopleSearch,UpdatedDate
,,PG049412,Kitsai,Acheron,Geiriku,,,,,,,,a Filipino ethnolinguistic group indigenous to the Palawan province of the Philippines,"Huanuco region: Ambo province, Ambo, San Francisco de Mosca, and San Rafael districts; Pasco region: Pasco province, Ticlacayán district",,,,,,,,,,,,,,,,nih,"Nyiha, Tanzania",,,,,,,,,,,,103199,Gangam,307827,Tagula,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16648.jpg,,,17.018056,-97.5,Hui of the United States (PG049412),2024-04-12T10:51:18.499+00:00
,,PG018262,Yuchi,Kwa,Budzaba,,,,,,,,an ethnolinguistic community of Angola,"Azuay, Cañar, and Chimborazo provinces; Morona-Santiago province: Morona canton",,,,,,,,,,,,,,,,gog,Gogo,,,,,,,,,,,,110400,Umon,306833,Pulie,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16950.jpg,,,28.712307,84.255042,Malay Chinese of Malaysia (PG018262),2025-05-19T03:04:04.22+00:00
,,PG050642,Kekchi,Yogad,"Sanan, Toma",,,,,,,,"an ethnolinguistic community of Cameroon, Far North province: Logone-and-Chari Division, south Logone-Birni Subdivision, Zina area and east of Waza","Lambayeque region: Inkawasi, Kañaris, and Miracosta districts; Penachí and Santa Lucía communities; Cajamarca and Piura",,,,,,,,,,,,,,,,spy,Sabaot,,,,,,,,,,,,107054,Namau,301308,Bohuai,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17844.jpg,,,-11.227,-71.4191,Acoma Pueblo of the United States (PG050642),2024-04-12T10:47:41.794+00:00
,,PG050643,Cupeno,Pikiwa,"Kuba, Northern Luba",,,,,,,,an indigenous community of Ghana; a dialect subgroup of Jwira-Pepesa (jwi),"Cochabamba, Chuquisaca, Oruro departments",,,,,,,,,,,,,,,,kdc,Kutu,,,,,,,,,,,,106552,Menya,305554,Mokerang,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16694.jpg,,,27.609624,87.627693,Cochiti Pueblo of the United States (PG050643),2024-04-17T14:03:00.67+00:00
,,PG050644,Metis,Polci,Luyana Kwangali,,,,,,,,a diaspora community of Angolan Mestizos in Portugal,Marie Galante islands,,,,,,,,,,,,,,,,sbk,Safwa,,,,,,,,,,,,104105,Itawit,303589,Kamberataro,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16821.jpg,,,15.1683,-91.7737,Laguna Pueblo of the United States (PG050644),2025-01-30T01:13:03.73+00:00
,,PG050645,Quiche,Southern Kissi,"Lakka, Lakka Mbum, Sakpu",,,,,,,,a central Bantu ethnolinguistic group indigenous to southeastern Angola,Widespread in Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,lmp,Limbum,,,,,,,,,,,,114601,Jere,301065,Pagi (Papua New Guinea),,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16965.jpg,,,15.1703,-91.7798,San Felipe Pueblo of the United States (PG050645),2024-11-13T18:29:23.675+00:00
,,PG050646,Dakota,Grebo,"Luapula Lunda, Lunda, Luapula",,,,,,,,a diaspora people group,"Mimaropa region: Palawan province, Balabac, Balambangam, Banggi, Bataraza, Palawan, and Ramos islands",,,,,,,,,,,,,,,,bkm,Kom (Cameroon),,,,,,,,,,,,108338,"Karen, Bghai",300485,Aregerek (Musar),,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p18317.jpg,,,15.68455,-91.3043,Santa Ana Pueblo of the United States (PG050646),2025-05-19T03:02:48.53+00:00
,,PG050649,Huichol,Akpes,Tonga-Leya,,,,,,,,an indigenous community of Mozambique; a dialect subgroup of Chichewa (nya),Vaupés department: Pira-Paraná headwaters and upper Papurí,,,,,,,,,,,,,,,,bav,Vengo,,,,,,,,,,,,107734,"Karen, Kayan",308447,Ulingan,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p21284.jpg,,,14.8216,-89.3716,Nambe Pueblo of the United States (PG050649),2025-08-05T19:21:06.157+00:00
,,PG050650,Hupa,Fumbira,"Kurumi, Kulfe",,,,,,,,"a language of Ghana, a pocket in Ga (gaa) and Twi areas, south of Cherepon","Brong-Ahafo region: Sene district, south of Volta lake; Pru district, Yeji town",,,,,,,,,,,,,,,,bvm,Ngiemekohke,,,,,,,,,,,,114923,"Karen, Pwo Western",306994,Rempin,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17537.jpg,,,15.4321,-91.7517,Pojoaque Pueblo of the United States (PG050650),2025-10-08T12:29:21.863+00:00
,,PG050651,Wyandot,Tigrinya,"Southern Grebo, Glebo Grebo, Seaside Grebo",,,,,,,,an indigenous community of Ghana; a dialect subgroup of Kusaal (kus),"Guéra region; Moyen-Chari region: Lac Iro department; Salamat region: Barh Azoum department, Lake Iro, Boum Kabir area",,,,,,,,,,,,,,,,bbk,Babanki,,,,,,,,,,,,110952,Yamalele,300309,Andra-Hus,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17057.jpg,,,16.378611,-96.3375,San Ildefonso Pueblo of the United States (PG050651),2025-05-19T03:03:25.983+00:00
,,PG050652,Namibian,Jews,"Nyambolo, Nimbari",,,,,,,,a Mande ethnic group of south-central Burkina Faso and northeastern Ghana,Kuando Kubango province,,,,,,,,,,,,,,,,bfd,Bafut,,,,,,,,,,,,106892,"Chin, Cho",308825,Wom (Papua New Guinea),,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16600.jpg,,,17.093056,-96.064444,Ohkay Owingeh Pueblo of the United States (PG050652),2025-10-08T11:46:18.14+00:00
,,PG050653,"Karen, Gheko",Pol,Opameri,,,,,,,,"one of the dominant ethnic groups of Togo, Benin, and Ghana in West Africa","Guéra region: Barh Signaka department, Melfi subprefecture; Moyen-Chari region: Barh Kôh department, Sarh subprefecture, Korbol area and northeast",,,,,,,,,,,,,,,,agq,Aghem,,,,,,,,,,,,110731,Wayana,306097,Nimowa,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16174.jpg,,,15.251,-92.148,Santa Clara Pueblo of the United States (PG050653),2025-10-08T12:15:43.244+00:00
,,PG050654,Korop,Gheg Albanians,"I-Hadja, Guhaaca, Haal, Cassanga, Kassanga",,,,,,,,an indigenous community of Mali; a dialect subgroup of Bamanankan (bam),"Far North region: Logone-and-Chari division, south Logone-Birni subdivision, Zina area and east of Waza town",,,,,,,,,,,,,,,,ngn,Ngwo,,,,,,,,,,,,110904,Yabaana,306786,Pondoma,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16860.jpg,,,17.887778,-96.524444,Tesuque Pueblo of the United States (PG050654),2025-10-08T12:26:43.126+00:00
,,PG050655,Tabriak,Keiga,"Southern Krahn, Sarpo",,,,,,,,a West African ethnolinguistic group linked to te Songhai Empire that dominated the western Sahel in the 15th and 16th centuries,Central Equatoria state: Morobo county,,,,,,,,,,,,,,,,mnf,Mundani,,,,,,,,,,,,105975,Makuna,302108,Dimir,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17840.jpg,,,16.225556,-97.269167,Isleta Pueblo of the United States (PG050655),2025-10-08T13:19:35.58+00:00
,,PG050656,Barmi,Kryz,"Kabiye, Lokpa",,,,,,,,an Adamawa-Ubangi ethnolinguistic group indigenous to the Ubangi reiver are of the Central African Republic,"Guéra region: Bahr Signaka department, Melfi subprefecture, Bon and Ibir villages; Salamat region: west border area",,,,,,,,,,,,,,,,ags,Esimbi,,,,,,,,,,,,108551,Saliba,302563,Ganja (Kandawo),,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16223.jpg,,,16.921111,-97.893056,Sandia Pueblo of the United States (PG050656),2025-10-08T12:55:40.606+00:00
,,PG050657,"Karen, Paku",Bangobango,Ngene,,,,,,,,an ethnolinguistic community of Sudan; a dialect subgroup of Northwest Gbaya (gya),"Guéra region: Barh Signaka department, Melfi subprefecture, southeast of Melfi, Daguéla, Djourab, and Sengué village areas",,,,,,,,,,,,,,,,anv,Denya,,,,,,,,,,,,109330,Siriano,302087,Dia (Alu),,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17847.jpg,,,15.5298,-91.5107,Taos Pueblo of the United States (PG050657),2024-08-27T15:56:00.322+00:00
,,PG050636,Ati Negrito,Jalo Imazighen,"Sola, Meyobe, Soruba, Piyobe",,,,,,,,a Nilo-Saharan ethnolinguistic group indigenous to the southwestern plains of Ethiopia,Katavi region: Mpanda district; Rift valley to northwest of Lake Rukwa,,,,,,,,,,,,,,,,bmo,Chrambo,,,,,,,,,,,,108031,Wichi Guisnay,304188,Konomala,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17279.jpg,,,17.338889,-98.011111,Gabrielino-Tongva of the United States (PG050636),2025-08-18T16:42:17.494+00:00
,,PG050637,British,Bideyat,Alada,,,,,,,,a Buntu ethnic minority group indigenous to the Shebelle and Jubba River valleys of southern Somalia,"Volta region: enclave north of Jasikan town; Kecheibi and Kunda villages, remote",,,,,,,,,,,,,,,,gyi,Gyele,,,,,,,,,,,,115938,"Arara, Amazonas",306542,Papi,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17180.jpg,,,16.780556,-96.581111,Salinans of the United States (PG050637),2025-08-05T19:50:58.269+00:00
,,PG050638,Arum-Chessu,Javanese,"Soruba-Kuyobe, Sola, Meyobe",,,,,,,,an indigenous community of Congo (Brazzaville); a dialect subgroup of Northwest Gbaya (gya),"Central region: Awutu district, coast west of Accra",,,,,,,,,,,,,,,,ozm,Koonzime,,,,,,,,,,,,100472,Arawak,305515,Miyak,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17305.jpg,,,17.195556,-98.408056,Rumsen Ohlone of the United States (PG050638),2025-08-05T19:53:05.14+00:00
,,PG050640,Acheron,Libyan Arabs,"Bayei, Kuba",,,,,,,,"an indigenous community of Ethiopia; a dialect subgroup of Suri, Kacipo-Bale (koe)",Volta region: Mpeasem area north of Hohoé,,,,,,,,,,,,,,,,bdu,Oroko,,,,,,,,,,,,107967,Pemon,305735,Musan,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17260.jpg,,,16.534444,-97.494722,Dididahts of Canada (PG050640),2025-10-08T12:35:56.604+00:00
,,PG050641,Kwa,Menasser Imazighen,"Monzumbo, Mongombo Pygmy",,,,,,,,an indigenous community of Uganda; a dialect subgroup of Lugbara (lgg),Western region; Jwira from Bamiankaw to Humjibere along Ankobra river (18 villages); Pepesa on Wasa land between Agona Junction and Tarkwa; Dompim is main town,,,,,,,,,,,,,,,,bkh,Bakoko,,,,,,,,,,,,102327,Cuiba,302234,Duranmin,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17229.jpg,,,-7.9299,-74.5528,Chiricahua Apache of the United States (PG050641),2025-10-08T12:44:55.371+00:00
,,PG039146,Yogad,Tese,Basubiya,,,,,,,,a central Bantu ethnic group who live mainly on the southwestern shores of Lake Tanganyika in the Democratric Republic of the Congo,River Gee county: Cote d’Ivoire border area,,,,,,,,,,,,,,,,ewo,Ewondo,,,,,,,,,,,,101885,Karapana,308995,Yelogu,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16901.jpg,,,-10.902,-74.912,Southern Puebla Mixtec of Mexico (PG039146),2025-09-25T18:25:34.033+00:00
,,PG039217,Pikiwa,Hausa,"Kenge, Cenge",,,,,,,,an ethnolinguistic community of Uganda and South Sudan,Volta region: southeast of Date,,,,,,,,,,,,,,,,bqt,Mankong,,,,,,,,,,,,100181,Akawaio,308010,Tauya,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p18291.jpg,,,11.3851,-72.2428,Ixtlan Zapotec of Mexico (PG039217),2025-10-08T13:07:46.626+00:00
,,PG039210,Polci,Arabized Africans,"Toupouri, Tupuri",,,,,,,,a Sunni Muslim ethnic group inhabiting eastern Chad and western Sudan,Kogi: Ijumu and Okehi LGAs; Edo: Akoko-Edo LGA,,,,,,,,,,,,,,,,bss,Akoose,,,,,,,,,,,,106222,Mandawaka,300458,Aramba (Serki),,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p18339.jpg,,,-10.16617,-74.912729,Northern Puebla Nahuatl of Mexico (PG039210),2025-08-05T19:03:50.544+00:00
,,PG039111,Southern Kissi,Fulbe,"Gbe, Seto",,,,,,,,"an ethnolinguistic community of Tanzania, Morogoro and Pwani regions","Northern region: West Mamprusi district, 5 villages, Nangruma and Yikpabongo largest, isolated, no roads",,,,,,,,,,,,,,,,nza,"Mbembe, Tigon",,,,,,,,,,,,104673,Karipuna do Rondonia,306386,Owiniga,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17084.jpg,,,2.77313,97.773354,Chigmecatitlan Mixtec of Mexico (PG039111),2025-10-08T11:55:58.718+00:00
,,PG039219,Grebo,Gulf Arabs,Birifor Malba,,,,,,,,an indigenous community of Guatemala; a dialect subgroup of Poqomchi’ (poh),"Eastern region: Asuogyaman, East Akim municipal, Fanteukwa, Lower Manya Krobo, Upper Manya Krobo, New Juaben municipal, and Yilo Krobo municipal districts; Greater Accra region: Dangme East and West districts, southeast coast and inland; Volta region: No",,,,,,,,,,,,,,,,bfm,Mmen,,,,,,,,,,,,110293,Tupinamba,308667,Waibuk,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p18357.jpg,,,2.336717,102.261714,Southeastern Ixtlan Zapotec of Mexico (PG039219),2025-10-08T11:48:39.046+00:00
,,PG039234,Akpes,Figig  Imazighen,"Central Guere, Krahn",,,,,,,,an indigenous community of Guatemala; a dialect subgroup of Ixil (ixl),"Northern region: Damongo district, 25 villages south of Sisaala",,,,,,,,,,,,,,,,yas,Nugunu (Cameroon),,,,,,,,,,,,100250,Amanaye,307048,Rouku,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p18071.jpg,,,-3.382862,122.2353,Zaachila-Yatzechi Zapotec of Mexico (PG039234),2024-08-27T15:32:39.672+00:00
,,PG039245,Fumbira,Wargla Imazighen,"Baate, Ana",,,,,,,,an indigenous community of Guatemala; a dialect subgroup of Poqomam (poc),Mara region: Bunda and Musoma rural districts; possibly Mwanza region,,,,,,,,,,,,,,,,jim,Jimjimen,,,,,,,,,,,,103922,Hupdah,306762,Pogaya,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p18015.jpg,,,-4.085279,104.463008,Central Nahuatl of Mexico (PG039245),2024-11-13T18:28:39.48+00:00
,,PG039118,Tigrinya,Rashaida,Isongo,,,,,,,,a linguistic subgroup of the Quechua people indigenous to Pacaroas village in Peru's Lima region,"Amuria, Kaberamaido, Serere, and Soroti districts: Lake Kwania area; some in Amolatar, Buyende, Dokolo, Kamuli, Lira, and Otuke districts",,,,,,,,,,,,,,,,bcw,Bana,,,,,,,,,,,,107435,Northern Barasano,303277,Ivori,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16562.jpg,,,-4.62361,121.82364,Rayon Zoque of Mexico (PG039118),2024-11-19T18:58:09.555+00:00
,,PG039074,Akan,Myen,"Tchien, Kran, Eastern Kran",,,,,,,,an indigenous Amerindian people of Central America,"Southeast, isolated enclave in Luchazi [lch] language area, Moxico province; Kuando Kubango Province, Kuando river area",,,,,,,,,,,,,,,,bhs,Buwal,,,,,,,,,,,,114754,Yakarawakta,305112,Manem,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16219.jpg,,,-0.937264,100.399943,Lowland Oaxaca Chontal of Mexico (PG039074),2024-08-27T13:54:06.141+00:00
,,PG039235,Pol,Bissau-Guineans,"Toli, Gbe",,,,,,,,an indigenous people whose ancient origins are likely with the Quechua of Peru,North region,,,,,,,,,,,,,,,,meq,Merey,,,,,,,,,,,,100487,Arem,306014,Ngala (Papuan),,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17963.jpg,,,42.8545,74.5499,Central Zoque of Mexico (PG039235),2024-08-27T13:32:36.664+00:00
,,PG039228,"Albanian, Gheg",Tanzanian,"Hwan, Ngwan",,,,,,,,an indigenous community of African descent with roots in the Caribbean region,"Mambéré-Kadéï prefecture: Gamboula subprefecture; Sangha-Mbaéré prefecture: Nola subprefecture, south and east of Nola",,,,,,,,,,,,,,,,dbq,Daba,,,,,,,,,,,,114337,Tulao,307228,Sanio,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17033.jpg,,,23.096623,96.629325,Ocotlan Zapotec of Mexico (PG039228),2025-03-06T11:30:06.481+00:00
,,PG039063,Keiga,Deaf Guadeloupeans,Abangba,,,,,,,,an indigenous community of Ethiopia; a dialect subgroup of Suri (suq),"Tandjilé region: Kélo and Lai subprefectures, Goundo-Bengli, Goundo-Nangom, and Goundo-Yila villages",,,,,,,,,,,,,,,,giz,Giziga,,,,,,,,,,,,114140,Kiong Nai,304389,Kunja / Lower Morehead,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17385.jpg,,,4.3733,97.34556,Ojitlan Chinantec of Mexico (PG039063),2025-10-30T18:40:52.496+00:00
,,PG039158,Kryz,Central Africans,Busa Boko,,,,,,,,"a community of Rajasthan, India","North region: Mayo-Rey division, south of Tcholliré",,,,,,,,,,,,,,,,mfk,"Mofu, North",,,,,,,,,,,,114839,"Baheng, Pa-Hng",305208,Mari (Papua New Guinea),,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17237.jpg,,,-6.959055,109.106843,Yutanduchi Mixtec of Mexico (PG039158),2024-08-13T17:50:41.344+00:00
,,PG039203,Bangobango,Tehrani Jews,Morokodo,,,,,,,,"an African ethnic group of Namibia, South Africa and Botswana",Cabo Delgado province,,,,,,,,,,,,,,,,mif,Mofu-Gudur,,,,,,,,,,,,107503,Numao,304503,Kwomtari,,,,,,,,,,,,,,,https://images.peoplegroups.org/imbpeople-featured-images/PG041243.jpg,,,35.51815792,-106.3667617,Tlacolula Valley Zapotec of Mexico (PG039203),2024-10-09T11:11:10.836+00:00
,,PG039055,"Amazigh, Jalo",Mashhadi Jews,Mabendi,,,,,,,,a community of Himachal Pradesh,"Northern region: Damongo district, near Sawla",,,,,,,,,,,,,,,,pbi,Parkwa,,,,,,,,,,,,114277,Popei,303620,Kamura,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16823.jpg,,,35.49748919,-106.7304144,Chiltepec Chinantec of Mexico (PG039055),2025-05-19T03:03:12.936+00:00
,,PG039141,Bideyat,Pwo Karen,"Nzak Mbai, Gonge",,,,,,,,"a people of India, Gujarat, Vadodara District","Central Volta region: east of Lake Volta, north of Ahenkro",,,,,,,,,,,,,,,,kcq,Kamo,,,,,,,,,,,,114347,Wopu,301697,Chenapian,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17417.jpg,,,20.247222,-97.657778,Northwestern Tlaxiaco Mixtec of Mexico (PG039141),2025-11-13T18:35:21.828+00:00
,,PG039075,Javanese,Malakar,"Namba, Lamba, Lima",,,,,,,,"a schedule caste of India, the Badaik are a community of Odisha",Northern region: Larabanga village on road west of Damongo,,,,,,,,,,,,,,,,awo,Awak,,,,,,,,,,,,114270,Ongkor,308666,Waia,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17911.jpg,,,7.7533,-8.8226,Highland Oaxaca Chontal of Mexico (PG039075),2025-05-19T03:03:49.856+00:00
,,PG024942,Libyan Arabs,Pu Peo,"Jaan, Yana, Dian",,,,,,,,a Tswa-Ronga Bantu ethnolinguistic group indigenous to Mozambique's Maputo province,Western region,,,,,,,,,,,,,,,,cfa,Cham,,,,,,,,,,,,114016,Bouyei,300322,Angave,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17463.jpg,,,43.37765823,-89.75706459,Northern Tarahumara of Mexico (PG024942),2025-05-19T03:04:02.073+00:00
,,PG024843,"Amazigh, Menasser",Yemeni Arabs,Pwo,,,,,,,,"an ethnolinguistic community of Cameroon, Center province: most of Lekie Division",Volta region: north of Hohoe,,,,,,,,,,,,,,,,bcn,Bali (Nigeria),,,,,,,,,,,,113699,Puroik,306642,Pay,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p16712.jpg,,,35.2172322,-96.66529124,Panamanians of Panama (PG024843),2024-09-30T19:14:13.53+00:00
,,PG050627,Tese,Tripuri Namasudra,Bibirwa,,,,,,,,a southwestern Bantu ethnic group indigenous to the Lozi-Luyana area of Zambia's Western province and adjacent areas of Angola,"Northern and Volta regions: Lake Volta, mostly Oti river west bank branch, northeast of Katiajeli",,,,,,,,,,,,,,,,dir,Dirim,,,,,,,,,,,,115846,Katso,305790,Nagatman,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17826.jpg,,,37.43956281,-77.03606915,Tolowa of the United States (PG050627),2025-05-13T11:25:07.265+00:00
,,PG020725,Nigerien,Maghrebi Jews,"Ge, Popo",,,,,,,,one of three major subgroups of the Fang ethnic group in Cameroon,Northern region: Damongo district southeast of Mole Game Reserve; Murugu is largest village,,,,,,,,,,,,,,,,lnu,Longuda,,,,,,,,,,,,106595,"Miao, Horned",308011,Tavara,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17846.jpg,,,44.26619473,-86.27382528,Han Chinese (Cantonese) of Singapore (PG020725),2025-08-12T19:55:23.707+00:00
,,PG046932,White Moor,Tidikelt Imazighen,"Samoya, Kalamse",,,,,,,,a Tanganyikan Bantu ethnolinguistic group indigenous to the Ruvuma region of southern Tanzania,Brong-Ahafo region: southwest,,,,,,,,,,,,,,,,dbd,Dadiya,,,,,,,,,,,,105744,"Lhoba, Yidu",301201,Big Sepik,,,,,,,,,,,,,,,https://joshuaproject.net/assets/media/profiles/photos/p17410.jpg,,,37.20545825,-108.7271526,Han Chinese (English) of Malaysia (PG046932),2025-05-13T12:47:58.12+00:00
